Appliances	dT_out6	dT_kitchen	dRH_kitchen	dT_living	dT_laundry
53.3333	1.5367	0.3778	-0.4233	-0.0461	0.1672
45.0000	0.6017	0.0133	-0.1176	-0.2522	0.0889
43.3333	-0.4764	-0.0100	-0.1079	-0.3661	-0.0333
53.3333	-0.5592	-0.0889	0.0100	-0.4678	-0.0278
63.3333	-0.2022	-0.0111	0.0222	-0.3511	0.0722
228.3333	-0.7850	-0.0722	-0.0056	-0.3511	-0.0833
196.6667	-2.0767	0.3367	7.3050	0.1011	0.1600
133.3333	-1.4556	0.3372	-4.2233	0.3167	0.2544
130.0000	-1.3667	0.2682	-1.0287	0.1439	0.1356
56.6667	-0.6339	0.0401	-0.8663	-0.2472	-0.3790
53.3333	0.3869	-0.2067	0.3667	-0.5456	-0.1876
53.3333	0.3092	-0.1950	0.1500	-0.4535	0.0000
53.3333	-0.0800	-0.2156	0.0000	-0.3493	0.1072
36.6667	-0.5757	-0.1733	-0.0650	-0.2422	0.1494
51.6667	0.1307	-0.1806	-0.0617	-0.2328	-0.0444
53.3333	0.0300	-0.1887	0.0244	-0.1400	0.0778
50.0000	0.0961	-0.1101	0.0522	-0.1422	0.0000
155.0000	0.0894	-0.1178	0.4122	-0.1247	-0.0500
115.0000	0.0994	-0.0792	0.6153	-0.0775	-0.1850
148.3333	0.7379	-0.0153	0.1197	0.1239	-0.0550
73.3333	1.1382	0.1000	0.1333	0.2011	0.0000
78.3333	1.5767	0.1197	1.3425	0.4213	0.0444
76.6667	0.7153	0.1092	2.0081	0.2726	0.0056
50.0000	0.0397	-0.0111	-2.4333	0.0511	-0.0500
66.6667	-0.1644	-0.0856	-1.7886	-0.1200	-0.0056
93.3333	0.0478	-0.1100	-0.4892	-0.0833	-0.0944
76.6667	0.4194	-0.0889	-0.2233	0.0278	-0.0844
108.3333	-0.5411	-0.0917	-0.4372	-0.1422	-0.1356
101.6667	0.0468	-0.2153	-0.8053	-0.2544	-0.0800
143.3333	-0.4968	0.2169	1.5803	0.3300	0.0150
130.0000	-0.6256	0.5600	1.3289	0.7442	0.2067
130.0000	-0.3822	0.3850	-0.3517	0.4353	0.2767
86.6667	-0.6489	0.2117	-0.8511	0.0828	0.0917
63.3333	-0.4500	-0.0278	-0.5656	-0.1731	-0.1567
46.6667	-0.4242	-0.1661	0.2707	-0.4092	-0.1111
51.6667	-0.2347	-0.1839	0.5454	-0.3456	0.1389
51.6667	-0.1706	-0.1722	-0.2078	-0.2956	0.1239
51.6667	-0.0694	-0.1758	-0.1401	-0.2428	0.0994
50.0000	-0.2189	-0.1569	-0.0382	-0.2239	0.0285
36.6667	-0.1383	-0.1561	-0.0500	-0.1972	0.0038
53.3333	-0.1039	-0.1194	0.0050	-0.1628	-0.0822
60.0000	-0.1000	-0.0794	0.4822	-0.1178	-0.0361
53.3333	0.2231	0.0000	0.5922	-0.0556	-0.1150
43.3333	0.6125	-0.1000	0.1611	-0.0528	-0.1222
61.6667	0.7333	-0.0900	-0.0983	0.0750	-0.0611
61.6667	1.4833	0.0000	-0.0722	0.0972	0.0000
48.3333	1.3744	-0.0111	0.0250	0.2350	0.0000
46.6667	1.0589	-0.0722	-0.1217	0.3078	-0.0978
48.3333	0.9026	-0.0167	-0.2572	0.1522	-0.0122
50.0000	0.3474	-0.0111	-0.1933	0.1689	0.0000
45.0000	-0.8667	-0.0083	-0.1186	-0.0056	-0.0056
121.6667	-0.1850	-0.0750	-0.1142	0.0050	-0.0833
101.6667	-1.3350	-0.0239	-0.1756	-0.2467	-0.0411
245.0000	-0.7478	0.0983	3.1667	0.0349	-0.0622
96.6667	-1.0265	0.5139	1.4897	0.6257	0.2533
95.0000	-0.7546	0.4028	-3.0692	0.4778	0.2156
96.6667	-0.2500	0.2633	-0.8533	0.1631	0.0533
63.3333	-0.4179	0.0150	0.0768	-0.2103	-0.0700
50.0000	-0.1021	-0.1250	-0.1101	-0.3294	-0.1500
53.3333	-0.1283	-0.1750	-0.0250	-0.3696	-0.0122
43.3333	-0.0472	-0.1672	-0.0772	-0.3026	0.1344
51.6667	-0.0678	-0.1522	0.0278	-0.2267	0.1128
55.0000	-0.1044	-0.1922	0.0744	-0.2049	0.0661
53.3333	-0.0300	-0.0956	-0.0300	-0.1679	0.0833
48.3333	-0.0111	-0.1528	0.0300	-0.1539	0.0056
43.3333	-0.0292	-0.0983	0.0661	-0.1333	-0.0556
65.0000	0.0803	-0.0778	0.6328	-0.1156	-0.0956
106.6667	0.2222	-0.0389	0.2028	0.0000	-0.3178
261.6667	0.4042	-0.0733	0.2006	0.0000	-0.1311
158.3333	0.7119	0.0367	-0.1122	0.0886	-0.1239
520.0000	0.9761	0.0881	0.6172	0.0992	0.2283
160.0000	0.9703	0.2847	1.5483	0.3122	1.2233
395.0000	0.2153	0.1911	-0.7917	0.3067	-0.0800
345.0000	1.3567	0.3299	-0.5165	0.5433	0.6589
316.6667	-0.2719	0.3929	0.1982	0.3378	0.5111
365.0000	-0.1625	0.2589	-0.8344	0.1803	0.2444
238.3333	-0.9928	0.1244	-0.3267	0.0653	0.4894
391.6667	-0.4503	0.3283	0.1172	0.3067	0.3389
296.6667	-2.8824	0.4361	5.1011	0.3939	0.2839
133.3333	-2.2179	0.2244	-3.6356	0.1428	-0.7767
108.3333	-0.9703	-0.0969	-1.6828	-0.3278	-0.6181
66.6667	-0.6519	-0.2108	-0.7744	-0.4026	-0.4514
53.3333	-0.7142	-0.2033	-0.5978	-0.4635	-0.2622
55.0000	-0.2152	-0.2097	-0.5524	-0.4606	-0.1050
55.0000	-0.1376	-0.2253	-0.4888	-0.3861	-0.0611
51.6667	-0.4185	-0.2422	-0.2511	-0.3393	0.0000
41.6667	-0.2523	-0.2156	-0.1150	-0.2090	0.0000
55.0000	0.4569	-0.1850	-0.1017	-0.2644	-0.0250
50.0000	0.6880	-0.2200	-0.1067	-0.2064	0.0050
55.0000	1.0396	-0.1578	0.0122	-0.1686	-0.0650
56.6667	1.0492	-0.1469	0.1000	0.0122	0.0288
66.6667	1.9557	-0.1125	0.4839	0.3958	-0.0682
61.6667	1.2827	-0.0061	1.2022	0.1403	-0.2156
193.3333	1.6690	0.0000	0.7642	0.1678	-0.0539
291.6667	2.7621	-0.0556	0.4975	0.4887	0.0061
253.3333	1.7778	0.1278	0.6300	0.6824	0.9450
95.0000	1.3061	0.3594	1.4267	0.5756	0.0617
71.6667	0.8133	0.1783	0.0728	0.4790	-0.2718
70.0000	-0.8122	0.0000	-0.6756	0.0343	-0.1860
83.3333	-0.2333	-0.0183	-0.0267	-0.0800	-0.1367
110.0000	0.2483	-0.0183	-0.0939	-0.0844	-0.2144
106.6667	-0.6878	-0.0611	-0.2233	-0.2594	-0.0611
201.6667	-0.6433	0.1256	2.9344	-0.1256	-0.0278
198.3333	-0.7472	0.3925	-0.7387	0.4028	0.0111
120.0000	-0.6778	0.3681	-0.7529	0.6628	0.0667
216.6667	-0.0244	0.1933	-0.7806	0.2583	0.0111
55.0000	0.2261	0.0183	-0.2383	-0.2267	-0.1000
41.6667	-0.4711	-0.0489	-0.7350	-0.3244	0.0444
65.0000	-3.5233	-0.0611	-0.5244	-0.3200	0.0556
61.6667	-0.7506	-0.0250	-0.4483	-0.3383	0.1150
61.6667	-0.1506	-0.0750	-0.3622	-0.3031	0.0861
61.6667	-0.3876	-0.0450	-0.1783	-0.2719	0.0444
55.0000	-0.4279	-0.0950	-0.2133	-0.2600	0.0222
61.6667	-0.5333	-0.0722	-0.1989	-0.2178	-0.0500
53.3333	-0.5857	-0.1022	-0.2100	-0.1367	-0.0222
53.3333	0.0996	-0.1300	-0.1656	-0.0100	-0.0306
81.6667	1.9033	0.0872	1.8381	1.1439	-0.2122
95.0000	2.2075	0.1394	0.3619	0.8961	-0.0417
78.3333	1.3864	-0.0222	-1.1661	0.1311	-0.0111
71.6667	1.6111	0.0444	-1.0453	0.1933	-0.0107
68.3333	0.7542	0.0167	-0.7531	0.0718	-0.0565
60.0000	0.3736	0.0767	-0.6567	-0.0063	-0.0706
68.3333	0.5228	0.1467	-0.5957	-0.0100	-0.0389
66.6667	-0.4011	0.0556	-0.2643	-0.0389	0.0625
88.3333	-1.9506	-0.0611	-0.3317	-0.2900	0.0042
156.6667	-1.7411	-0.1094	0.4200	-0.3178	0.0000
95.0000	-1.7760	-0.1194	0.3342	-0.4000	-0.1000
73.3333	-0.3013	-0.1000	0.6019	-0.3311	-0.0250
86.6667	-0.3883	-0.1433	0.5667	-0.2506	-0.0300
85.0000	0.2186	-0.1544	0.1200	-0.2889	0.1161
63.3333	-0.1408	-0.1744	-0.0644	-0.2642	0.1000
60.0000	0.2622	-0.1706	0.0400	-0.2153	0.0367
60.0000	0.4697	-0.1422	0.0000	-0.1589	0.0122
60.0000	0.1103	-0.0817	-0.0100	-0.1028	-0.0306
61.6667	-0.0917	-0.1000	-0.0800	-0.1089	-0.1628
58.3333	-1.2086	-0.0456	0.0300	-0.1039	-0.0917
56.6667	0.2114	-0.1144	0.0450	-0.1347	0.0350
50.0000	0.5189	-0.0883	0.0150	-0.1053	0.0400
63.3333	0.4515	-0.0850	0.1594	-0.0778	-0.1356
73.3333	0.1579	0.0500	0.9158	0.0681	-0.1544
86.6667	0.5250	0.1300	0.9847	0.1958	-0.0917
138.3333	-0.1508	0.0711	0.5589	0.4350	-0.0406
213.3333	2.1211	0.2899	-0.2557	1.3756	0.0681
110.0000	0.6531	0.6046	-0.2743	1.1154	0.1531
236.6667	-0.7596	0.3994	-1.2311	0.4524	0.0322
263.3333	1.7736	0.4283	-0.2489	0.3778	1.0756
235.0000	0.2847	0.3111	-0.9133	0.1992	0.5211
138.3333	-1.7501	0.2044	7.5644	-0.0442	-0.2300
316.6667	-0.6981	-0.0111	-5.0444	-0.3117	-0.1183
218.3333	-1.1558	-0.0639	1.9414	-0.3411	-0.1044
180.0000	-1.0296	-0.0472	-3.1525	-0.3156	-0.1217
191.6667	-0.6987	-0.1094	-0.4439	-0.4111	-0.2622
81.6667	-0.5939	-0.1103	-0.1703	-0.3678	-0.1411
56.6667	-0.9750	-0.1492	-0.4381	-0.3511	-0.0456
45.0000	-0.2795	-0.1889	-0.1156	-0.3650	-0.0667
56.6667	-0.6413	-0.2117	-0.1733	-0.3133	0.0797
58.3333	-0.1055	-0.1472	-0.1678	-0.2489	0.0936
60.0000	0.4113	-0.1111	-0.0806	-0.2217	0.0222
53.3333	0.0257	-0.1472	0.0100	-0.1156	0.0556
61.6667	-0.1165	-0.1317	-0.0172	-0.1567	-0.0306
60.0000	-0.4551	-0.0822	0.5567	-0.1000	-0.1356
45.0000	-0.5071	-0.1222	0.0667	-0.1217	-0.2044
61.6667	0.4322	-0.0556	0.0861	-0.0092	-0.1906
71.6667	1.7019	-0.0917	0.0206	0.1864	0.0167
86.6667	1.5326	-0.0794	0.0278	0.3178	0.0556
81.6667	1.7874	-0.0389	0.1461	0.5847	-0.0778
61.6667	1.1424	0.0000	0.2717	0.5469	-0.0472
103.3333	0.3759	0.0444	0.4344	0.1667	-0.0650
111.6667	1.1327	0.2100	0.5543	0.2578	0.0000
108.3333	-0.8443	0.1278	-0.5932	0.1275	0.0600
108.3333	1.3959	0.1294	-0.1711	0.1053	0.0522
121.6667	-0.1338	0.0883	-0.2783	0.0311	0.0111
293.3333	-0.1510	0.1158	3.0714	-0.0711	-0.0333
108.3333	-0.9233	0.1164	2.1492	-0.1183	0.0778
128.3333	-1.5378	-0.0778	-2.8889	-0.3367	-0.1606
131.6667	-1.0275	-0.1056	-1.2087	-0.3056	-0.1406
90.0000	-0.3186	-0.1100	-0.4062	-0.2206	-0.0111
61.6667	-0.2078	-0.1039	0.6789	-0.2111	0.2044
70.0000	0.0603	-0.1817	0.3094	-0.2411	0.0467
65.0000	0.3058	-0.1522	0.1567	-0.1944	0.0894
56.6667	0.0061	-0.1211	0.2300	-0.1283	0.1039
61.6667	-0.1685	-0.0700	-0.1733	-0.1150	0.0611
58.3333	-0.3904	-0.0806	-0.2722	-0.0878	0.0389
56.6667	-0.3322	-0.0917	-0.1844	-0.0967	0.0111
53.3333	-0.4937	-0.0278	0.2261	-0.0778	-0.1144
61.6667	-0.5640	0.0000	0.0106	-0.0617	-0.3057
58.3333	0.1022	0.0000	-0.0622	-0.0611	-0.0965
83.3333	1.0786	0.0000	0.0444	0.1339	-0.0944
83.3333	1.4114	0.0000	0.1329	0.4017	-0.1039
98.3333	1.4078	0.0833	1.7793	0.9928	-0.0172
100.0000	1.2065	0.0667	0.0839	0.6100	0.1289
105.0000	0.5340	0.0278	-0.3092	0.1764	0.1144
98.3333	0.4983	0.0222	-0.5347	-0.0753	-0.0111
88.3333	0.1950	0.0000	-0.6100	-0.0833	-0.0722
88.3333	0.0561	-0.0444	-1.2911	-0.0278	-0.0389
61.6667	-0.1211	-0.0500	-0.7547	-0.1100	0.0000
86.6667	-1.0314	0.1983	-0.0964	0.1478	-0.0122
195.0000	-1.6819	0.1944	-0.1711	0.0456	0.0122
161.6667	-2.2650	0.2868	0.1618	0.1022	0.1708
196.6667	-0.9258	0.3038	0.1726	0.0028	-0.0208
68.3333	-0.5636	0.1000	-0.0656	-0.2933	-0.0722
61.6667	-0.4678	-0.0889	0.0022	-0.4033	-0.0333
56.6667	-0.2389	-0.0672	0.0872	-0.3883	-0.0444
38.3333	-0.0450	-0.2039	0.0211	-0.3156	0.1667
51.6667	0.0336	-0.1306	0.0000	-0.2433	0.0833
53.3333	-0.1975	-0.1539	0.0061	-0.2239	0.1011
55.0000	-0.2367	-0.1056	0.0000	-0.1633	0.0389
48.3333	-0.0719	-0.1156	0.0489	-0.1906	0.0122
48.3333	-0.0825	-0.1146	0.5551	-0.1367	-0.0644
55.0000	-0.0222	-0.0087	0.4632	-0.0900	-0.2933
58.3333	0.2700	-0.0833	0.0400	-0.0111	0.0222
65.0000	0.4800	-0.0472	-0.4047	0.0056	-0.0667
71.6667	0.8356	-0.1061	-0.5636	0.0894	-0.0917
86.6667	1.1368	-0.0733	-0.1633	0.2039	-0.0683
93.3333	0.0565	-0.0778	0.1378	0.1111	-0.0500
105.0000	-0.8167	-0.0772	0.2283	-0.0556	-0.0600
96.6667	0.2785	-0.0350	0.2756	0.1489	0.0200
106.6667	0.6882	0.0000	-0.1922	0.1272	-0.1389
103.3333	0.4689	0.0000	-0.1394	0.1183	-0.0944
90.0000	-0.0194	0.0100	0.1300	0.0611	-0.0350
203.3333	-0.3539	0.1833	1.7689	0.0500	-0.0550
100.0000	-0.6635	0.2775	3.0110	0.2067	0.0367
110.0000	-0.8885	0.2858	-3.0149	0.3856	0.0000
108.3333	-1.2978	0.5467	-1.1761	0.5997	0.1589
43.3333	-0.3828	0.2717	-0.8642	0.0631	-0.0628
55.0000	0.2072	-0.0450	-0.3214	-0.3183	-0.0378
53.3333	-0.0503	-0.1633	0.2078	-0.4006	0.2378
55.0000	0.0269	-0.2322	0.0589	-0.3882	0.1056
38.3333	-0.0914	-0.2072	-0.1039	-0.3012	0.0494
53.3333	-1.0233	-0.2000	-0.0267	-0.2456	-0.0244
53.3333	-1.0642	-0.1822	-0.1694	-0.2731	0.0856
51.6667	-0.7958	-0.1311	-0.1317	-0.2431	0.0244
38.3333	-0.3222	-0.1383	-0.1272	-0.2556	0.0050
55.0000	-0.3417	-0.1300	-0.1633	-0.2269	-0.1150
65.0000	0.2672	-0.0656	0.4064	-0.0325	-0.1067
105.0000	1.1700	0.0100	0.0042	0.4433	-0.1944
98.3333	2.3153	0.0167	-0.0244	1.6101	-0.1867
196.6667	2.2225	0.1154	0.5406	1.9293	0.0550
48.3333	1.4722	0.2424	0.3656	0.8111	0.1650
40.0000	0.8294	0.3889	-0.2411	0.0556	0.1178
53.3333	1.6906	0.1967	-0.3446	-0.0494	0.0000
51.6667	0.9600	0.1011	-0.4387	-0.2478	0.0611
48.3333	-0.5496	0.0222	-0.3728	-0.4411	0.0889
45.0000	-0.4288	-0.0833	-0.1178	-0.6386	0.0122
45.0000	-0.3800	-0.0675	-0.0642	-0.5247	-0.0622
48.3333	-1.0418	-0.1225	-0.0153	-0.4717	0.0056
51.6667	-1.0365	-0.1000	-0.0856	-0.3667	0.0056
38.3333	-0.7322	-0.1378	0.0733	-0.3561	-0.0278
50.0000	-0.4949	-0.1072	0.1200	-0.2444	-0.0933
50.0000	-0.3240	-0.0717	0.1989	-0.2250	-0.0012
50.0000	-0.1306	-0.0944	0.1028	-0.1750	-0.0288
41.6667	-0.1739	-0.0889	0.1128	-0.1350	-0.0278
46.6667	-0.2289	-0.1100	0.0522	-0.1272	-0.0722
55.0000	-0.2189	-0.0667	0.1256	-0.1156	0.0000
46.6667	-0.2050	-0.0783	0.0661	-0.1056	-0.0444
43.3333	-0.2011	-0.0450	0.0083	-0.1156	-0.1156
50.0000	-0.1461	-0.0389	0.0278	-0.1133	-0.1950
51.6667	-0.0688	-0.0722	0.0322	-0.0667	-0.0100
36.6667	0.4354	-0.0778	0.0722	-0.0500	0.0661
51.6667	1.0519	-0.0111	0.1578	0.0667	-0.0111
51.6667	1.4636	-0.0733	0.1478	0.1722	0.0000
41.6667	0.7406	-0.0367	0.0122	0.1889	0.0000
45.0000	0.7078	0.0000	0.0111	0.2350	0.0000
51.6667	2.3494	0.0672	0.0389	0.6450	0.0056
58.3333	0.7867	0.0872	0.1122	0.4472	0.0944
45.0000	0.0322	0.0556	0.1656	0.2436	-0.0278
61.6667	-0.0114	0.0778	0.1233	0.0569	-0.0500
60.0000	-0.3853	-0.0056	0.1211	-0.1989	-0.0111
55.0000	-0.2022	0.0056	0.0628	-0.1936	0.0111
46.6667	-0.7858	0.0056	0.2322	-0.2936	-0.0222
60.0000	-0.8686	-0.0833	0.2822	-0.2311	0.0000
55.0000	-0.6133	-0.0111	0.3017	-0.2056	0.0000
56.6667	-0.0521	-0.0333	0.2211	-0.1786	-0.0300
48.3333	1.1221	-0.0556	0.1751	-0.0875	-0.0822
56.6667	0.2928	-0.0306	0.2871	-0.0556	-0.1222
56.6667	-0.1050	-0.0794	0.2789	-0.0111	-0.0389
46.6667	-0.0978	0.0000	0.2746	-0.0222	0.0833
61.6667	-0.5467	0.0000	0.3410	-0.0278	0.0000
53.3333	-0.3164	-0.0444	0.3111	-0.0500	0.0000
60.0000	-0.2342	-0.0556	0.2578	0.0000	0.0556
46.6667	-0.0200	0.0000	0.2017	-0.1100	-0.0333
58.3333	-0.5339	0.0000	0.1100	0.0000	-0.0222
56.6667	-0.0856	0.0000	0.0900	0.0961	0.0000
45.0000	1.3011	0.0111	0.1106	0.4144	0.0500
60.0000	2.3664	0.0900	0.1500	1.8569	-0.0167
56.6667	2.1036	0.2089	0.3067	2.0169	0.1478
60.0000	0.6967	0.2824	-0.0506	0.5189	0.1344
61.6667	0.6653	0.4365	-0.4361	0.0078	0.1956
71.6667	1.0514	0.4206	-0.4589	-0.1997	0.1589
90.0000	0.1156	0.3378	-0.4281	-0.2097	0.1472
86.6667	0.7233	0.1117	-0.1042	-0.2111	0.1717
86.6667	-0.2319	0.0111	-0.0111	-0.3533	0.1111
101.6667	-0.3836	-0.1667	0.1656	-0.4861	-0.1444
111.6667	-0.8778	-0.1342	0.5633	-0.1856	0.0667
100.0000	-1.5508	-0.0592	0.6633	-0.2389	0.0778
118.3333	-0.8769	-0.1150	0.5906	-0.2506	-0.0556
98.3333	-0.7022	-0.0250	0.5033	-0.1856	0.0556
71.6667	-0.4467	-0.0222	-0.2117	-0.2944	0.1128
63.3333	-0.2717	-0.0778	-0.1622	-0.2417	0.0772
58.3333	-0.6744	-0.0778	-0.0894	-0.2044	0.1100
56.6667	-0.4436	-0.0894	-0.0006	-0.1733	0.0000
46.6667	-0.6425	-0.0483	0.0400	-0.1800	0.0417
56.6667	-1.0533	-0.0944	-0.0400	-0.1317	-0.0417
58.3333	-0.0783	-0.0800	0.0900	-0.1661	0.0500
56.6667	-0.4061	-0.0433	-0.0511	-0.1439	0.0500
58.3333	-0.2911	-0.0889	-0.1678	-0.1428	-0.0111
156.6667	-0.3560	0.0333	0.7126	-0.1022	-0.2200
70.0000	-0.3774	-0.0111	0.1374	0.0000	-0.1214
401.6667	0.6300	-0.0444	0.5417	0.1078	0.1725
230.0000	2.6161	0.1939	0.5278	0.8889	1.0111
398.3333	1.3894	0.2806	-0.1483	1.3061	0.4939
418.3333	0.8233	0.3856	-0.7467	0.4236	0.6622
253.3333	1.0581	0.0853	-2.3447	0.0147	0.6417
420.0000	0.4242	0.2492	-0.7831	-0.0222	0.1567
493.3333	-0.6133	0.1611	0.8544	-0.1489	0.2932
481.6667	0.0822	0.3011	4.9050	0.0200	0.3424
266.6667	-1.8600	0.2878	0.4861	-0.0550	-0.3194
145.0000	-0.2156	0.1000	0.0833	-0.1169	-0.5917
105.0000	-2.1378	-0.1011	-1.7889	-0.3458	-0.4553
93.3333	-2.0394	-0.1672	-1.1358	-0.3100	-0.3725
63.3333	-0.6239	-0.1722	-0.1136	-0.3311	-0.1933
73.3333	-0.2478	-0.2778	-0.5967	-0.3972	-0.0167
63.3333	-0.2678	-0.1778	-0.4917	-0.3233	-0.0333
56.6667	0.0072	-0.1261	-0.3433	-0.2233	0.1444
60.0000	-0.5983	-0.1144	-0.1300	-0.1783	0.0354
56.6667	0.1240	-0.1067	-0.1944	-0.1744	0.0413
61.6667	0.4815	-0.1217	-0.0572	-0.1144	-0.0600
55.0000	0.0678	-0.0517	0.0200	-0.0881	0.0000
60.0000	0.0931	-0.0833	0.0556	-0.0597	-0.0333
60.0000	-0.0842	-0.0722	0.2092	-0.0722	-0.0839
190.0000	0.4111	0.1056	0.6547	0.0500	-0.3322
328.3333	1.5424	0.0444	-0.1567	0.2011	0.2725
85.0000	1.1442	0.0410	-0.1799	0.3600	0.2081
78.3333	0.9200	-0.0576	-1.4951	0.1714	-0.6456
203.3333	0.4497	-0.0722	-0.2406	0.2803	-0.4478
126.6667	0.3981	0.0111	-0.0250	0.1522	-0.0933
443.3333	1.4071	-0.0000	-0.4150	0.2583	0.2244
161.6667	0.6090	0.1089	-0.1300	-0.0044	0.7061
186.6667	-0.5772	0.0422	-1.1122	0.1756	-0.4407
246.6667	-1.1511	0.1274	-0.2349	-0.0333	-0.1776
438.3333	-0.1125	0.2126	2.3410	0.0806	0.1400
400.0000	-1.3816	0.3539	2.2839	0.0933	1.1656
165.0000	-2.1573	0.0183	-1.6811	-0.2022	0.2456
85.0000	-1.6542	0.0367	-1.2656	-0.3000	-0.4861
63.3333	-1.4200	0.0333	-0.4300	-0.2628	-0.2778
50.0000	-1.2161	-0.1439	-0.3900	-0.3344	-0.0772
55.0000	-0.4919	-0.1656	-0.4133	-0.3467	-0.2322
51.6667	-0.4953	-0.1461	-0.1350	-0.3417	-0.1367
53.3333	-0.3700	-0.1861	-0.1006	-0.2256	-0.1700
51.6667	-0.1050	-0.1617	-0.0533	-0.2050	0.0111
50.0000	0.2539	-0.1300	0.0478	-0.1714	0.0611
55.0000	1.3167	-0.1367	0.0567	-0.0942	0.0333
48.3333	0.5376	-0.1317	0.1069	-0.0111	0.0000
61.6667	0.0912	-0.1067	0.1342	0.0000	-0.0222
75.0000	0.3706	0.0300	0.8717	0.0683	-0.3081
126.6667	1.3185	0.0961	-0.0058	0.4328	-0.1919
73.3333	2.0314	0.0756	0.7797	0.9142	-0.2761
83.3333	0.9854	0.0611	1.9606	0.3225	-0.1300
68.3333	0.7694	-0.0183	-1.6871	0.4578	-0.0161
103.3333	0.3992	0.0222	-0.7262	-0.0339	-0.0778
105.0000	-0.2278	0.0083	-0.9031	-0.2467	-0.0528
108.3333	-0.2529	-0.0825	-0.5314	-0.1050	-0.0472
88.3333	-0.2413	-0.0275	0.1839	-0.1122	-0.0839
101.6667	-0.8387	-0.0333	0.5311	-0.1533	-0.2022
128.3333	-0.8394	-0.0444	0.5933	-0.0333	0.0500
251.6667	-0.5256	0.1439	1.5203	-0.0611	0.0150
136.6667	-1.7283	0.1494	3.1031	-0.1572	0.1122
121.6667	-0.9461	-0.0778	-3.2278	-0.2900	-0.0122
51.6667	-0.6450	-0.1528	-1.0979	-0.2789	-0.0944
51.6667	-0.6236	-0.1872	-0.4299	-0.3006	-0.0256
55.0000	-0.3089	-0.1889	-0.2678	-0.2400	0.0200
55.0000	-0.1264	-0.1144	-0.1533	-0.1922	0.0333
51.6667	-1.1979	-0.0983	-0.0922	-0.1533	0.1767
55.0000	-0.5672	-0.0861	-0.2011	-0.2006	0.0889
45.0000	-0.3718	-0.1111	-0.1111	-0.1822	0.0111
48.3333	-0.1637	-0.0900	-0.2133	-0.1603	-0.0722
53.3333	-0.3570	-0.1089	-0.0922	-0.1458	-0.0278
66.6667	0.0970	-0.1000	-0.1867	-0.1267	0.0000
110.0000	0.4865	0.0722	0.5642	0.1281	-0.2378
166.6667	2.0482	0.0461	-0.0497	0.5325	-0.1956
140.0000	2.0180	0.1083	0.0189	1.3678	-0.2189
46.6667	2.5656	0.1967	-0.0151	1.3739	-0.0578
53.3333	1.4568	0.2022	-0.3126	0.6903	0.0000
45.0000	0.3452	0.2389	-0.5100	0.1508	0.0292
43.3333	0.2220	0.2657	-0.4400	0.0556	0.0375
51.6667	-0.3795	0.2615	-0.2217	-0.1206	0.0944
51.6667	-0.0774	0.1361	-0.2133	-0.2350	0.1489
48.3333	0.1670	0.0722	-0.1922	-0.1467	0.0528
50.0000	-0.6453	0.0000	-0.3028	-0.3322	0.0417
56.6667	-1.2320	-0.1089	-0.2756	-0.4022	-0.0667
111.6667	-1.0213	-0.0922	-0.2000	-0.4122	-0.1272
120.0000	-1.1447	-0.0944	-0.0489	-0.2756	-0.0983
86.6667	-0.8361	-0.1006	-0.0894	-0.2761	-0.0567
56.6667	-0.5222	-0.1317	-0.0050	-0.2522	0.1178
38.3333	-0.0728	-0.1372	0.1039	-0.2939	0.1200
58.3333	-0.1514	-0.1250	0.2939	-0.2311	-0.0500
51.6667	-0.1308	-0.1000	0.2756	-0.1944	0.0375
53.3333	-1.0559	-0.1061	0.1478	-0.1789	-0.1319
53.3333	-0.7852	-0.1033	0.1144	-0.1878	-0.1156
43.3333	0.4060	-0.0906	0.0106	-0.1683	0.0222
50.0000	-1.2000	-0.0833	0.1239	-0.1489	0.0444
55.0000	-0.2179	-0.1289	-0.0900	-0.1286	0.0000
66.6667	1.9431	0.0344	0.8611	0.1236	-0.0872
85.0000	2.1688	0.1111	0.7133	0.5222	-0.2028
120.0000	2.7012	0.0222	-0.5175	0.9164	-0.1478
238.3333	2.1814	-0.0778	-0.8592	0.7336	-0.2022
148.3333	1.2374	0.0833	2.0550	0.8972	0.2208
186.6667	-0.3682	0.1321	1.7126	-0.0678	0.1069
138.3333	0.7228	0.1457	1.4635	0.0183	0.0872
88.3333	-1.1218	0.0356	0.4344	-0.1811	0.1250
371.6667	-0.5030	0.0256	-1.8692	-0.2833	0.1303
320.0000	0.0885	0.1261	-0.4014	-0.1264	1.2083
496.6667	0.0433	0.3067	0.9594	-0.0458	0.5472
185.0000	-1.0044	0.3056	5.1822	-0.1072	0.4208
136.6667	-1.5831	-0.0083	-3.9189	-0.2594	-0.5944
128.3333	-0.9953	-0.1300	-1.8189	-0.2467	-0.4950
63.3333	-1.0587	-0.1122	-0.5333	-0.2056	-0.3033
45.0000	-0.4001	-0.1936	-0.2749	-0.3057	-0.1594
43.3333	-0.9072	-0.1831	-0.4535	-0.3015	-0.1056
51.6667	-0.7917	-0.1906	-0.3944	-0.2622	0.1389
51.6667	-0.5000	-0.1625	-0.2064	-0.2183	0.0944
50.0000	-1.7414	-0.1136	-0.2486	-0.2289	0.0278
53.3333	-0.6653	-0.1111	-0.2889	-0.2256	-0.0944
50.0000	-0.2018	-0.0700	-0.2394	-0.2400	0.0056
